customer_id,offer_taken_date,gender,age,branch_name,branch_rank,valid_upto,bill_amount,offer_usage_count,discount_amount,area_of_branch,customer_comment,food_rating,serving_rating,category,tip_amount,offer_taken,sentiment_score,sentiment
CUST0179,2025-01-20,Unknown,30.0,Branch_9,9,2025-04-20,3000,3,600.0,Uppal,average,5.0,1.0,Veg,20,Yes,-0.15,Negative
CUST0180,2025-01-29,F,25.0,Branch_3,3,2025-04-29,3000,3,600.0,Hitech City,Crowded but good,5.0,1.0,Veg,100,Yes,0.7,Positive
CUST0181,2025-01-20,Unknown,45.0,Branch_4,4,2025-04-20,300,1,60.0,Kukatpally,average,1.0,3.0,Veg,300,Yes,-0.15,Negative
CUST0182,,M,25.0,Branch_5,5,,300,0,0.0,Ameerpet,Not worth it :(,5.0,2.0,Veg,300,No,-0.45,Negative
CUST0183,,M,18.0,Branch_1,1,,12000,0,0.0,Madhapur,Very useful offer!!!,3.0,5.0,Veg,300,No,0.76171875,Positive
CUST0184,2025-02-19,Unknown,45.0,Branch_1,1,2025-05-20,900,5,180.0,Madhapur,Loved it ,3.0,4.0,Veg,1000,Yes,0.7,Positive
CUST0185,,M,25.0,Branch_2,2,,600,0,0.0,Gachibowli,Not much benefit,4.0,4.0,Non-Veg,10,No,-0.1,Negative
CUST0186,,Unknown,60.0,Branch_6,6,,1200,0,0.0,Secunderabad,Crowded but good,2.0,3.0,Non-Veg,100,No,0.7,Positive
CUST0187,2025-01-21,F,25.0,Branch_8,8,2025-04-21,900,1,180.0,Dilsukhnagar,good savings,1.0,3.0,Non-Veg,1000,Yes,0.7,Positive
CUST0188,,Unknown,30.0,Branch_6,6,,300,0,0.0,Secunderabad,Too crowded!!!,2.0,4.0,Non-Veg,50,No,0.0,Neutral
CUST0189,,M,30.0,Branch_1,1,,600,0,0.0,Madhapur,Did not use offer,4.0,2.0,Veg,100,No,0.0,Neutral
CUST0190,,Unknown,30.0,Branch_5,5,,50,0,0.0,Ameerpet,Average experience,5.0,1.0,Veg,50,No,-0.15,Negative
CUST0191,2025-02-26,Unknown,30.0,Branch_7,7,2025-05-27,3000,2,600.0,LB Nagar,Crowded but good,1.0,5.0,Non-Veg,10,Yes,0.7,Positive
CUST0192,,Unknown,30.0,Branch_2,2,,1200,0,0.0,Gachibowli,Too crowded!!!,5.0,3.0,Non-Veg,300,No,0.0,Neutral
CUST0193,2025-01-09,Unknown,25.0,Branch_6,6,2025-04-09,900,0,180.0,Secunderabad,,5.0,5.0,Non-Veg,100,Yes,0.0,Neutral
CUST0194,2025-01-03,Unknown,25.0,Branch_8,8,2025-04-03,300,0,60.0,Dilsukhnagar,Not worth it :(,5.0,2.0,Veg,100,Yes,-0.45,Negative
CUST0195,,Unknown,60.0,Branch_10,10,,300,0,0.0,Mehdipatnam,Did not use offer,5.0,5.0,Non-Veg,300,No,0.0,Neutral
CUST0196,,Unknown,18.0,Branch_6,6,,900,0,0.0,Secunderabad,Crowded but good,5.0,3.0,Non-Veg,1000,No,0.7,Positive
CUST0197,2025-02-08,F,30.0,Branch_10,10,2025-05-09,600,3,120.0,Mehdipatnam,Not worth it :(,4.0,2.0,Non-Veg,300,Yes,-0.45,Negative
CUST0198,,M,18.0,Branch_4,4,,300,0,0.0,Kukatpally,,1.0,4.0,Veg,50,No,0.0,Neutral
CUST0199,2025-01-27,Unknown,30.0,Branch_10,10,2025-04-27,300,10,60.0,Mehdipatnam,good????,2.0,5.0,Veg,100,Yes,0.7,Positive
CUST0200,,Unknown,60.0,Branch_9,9,,3000,0,0.0,Uppal,Worth the price??,4.0,5.0,Veg,100,No,0.3,Positive
CUST0201,,Unknown,30.0,Branch_5,5,,3000,0,0.0,Ameerpet,,3.0,5.0,Veg,10,No,0.0,Neutral
CUST0202,,Unknown,60.0,Branch_4,4,,12000,0,0.0,Kukatpally,Not much benefit,3.0,5.0,Non-Veg,20,No,-0.1,Negative
CUST0203,,Unknown,30.0,Branch_9,9,,50,0,0.0,Uppal,average,3.0,2.0,Veg,0,No,-0.15,Negative
CUST0204,,Unknown,45.0,Branch_6,6,,3000,0,0.0,Secunderabad,good????,4.0,2.0,Veg,1000,No,0.7,Positive
CUST0205,,F,18.0,Branch_5,5,,1200,0,0.0,Ameerpet,Not worth it :(,3.0,5.0,Veg,10,No,-0.45,Negative
CUST0206,2025-02-12,M,30.0,Branch_1,1,2025-05-13,300,5,60.0,Madhapur,Offer okay,3.0,4.0,Veg,300,Yes,0.5,Positive
CUST0207,2025-01-01,Unknown,30.0,Branch_8,8,2025-04-01,300,5,60.0,Dilsukhnagar,Too crowded!!!,3.0,3.0,Veg,300,Yes,0.0,Neutral
CUST0208,2025-02-28,M,25.0,Branch_4,4,2025-05-29,50,15,10.0,Kukatpally,Crowded but good,2.0,1.0,Non-Veg,1000,Yes,0.7,Positive
CUST0209,,M,30.0,Branch_5,5,,300,0,0.0,Ameerpet,Average experience,5.0,5.0,Veg,20,No,-0.15,Negative
CUST0210,,Unknown,25.0,Branch_9,9,,900,0,0.0,Uppal,average,5.0,4.0,Veg,10,No,-0.15,Negative
CUST0211,2025-01-22,F,30.0,Branch_5,5,2025-04-22,3000,1,600.0,Ameerpet,good????,3.0,3.0,Non-Veg,300,Yes,0.7,Positive
CUST0212,2025-01-12,Unknown,60.0,Branch_7,7,2025-04-12,12000,5,2400.0,LB Nagar,good savings,4.0,3.0,Veg,10,Yes,0.7,Positive
CUST0213,2025-01-31,Unknown,45.0,Branch_4,4,2025-05-01,300,2,50.0,Kukatpally,Offer okay,3.0,5.0,Non-Veg,100,Yes,0.5,Positive
CUST0214,2025-01-17,M,30.0,Branch_1,1,2025-04-17,600,10,120.0,Madhapur,Average experience,2.0,4.0,Non-Veg,100,Yes,-0.15,Negative
CUST0215,,Unknown,30.0,Branch_5,5,,3000,0,0.0,Ameerpet,,2.0,4.0,Veg,50,No,0.0,Neutral
CUST0216,,Unknown,30.0,Branch_9,9,,900,0,0.0,Uppal,Too crowded!!!,2.0,3.0,Non-Veg,1000,No,0.0,Neutral
CUST0217,2025-02-03,M,30.0,Branch_2,2,2025-05-04,1200,3,240.0,Gachibowli,average,5.0,5.0,Veg,100,Yes,-0.15,Negative
CUST0218,2025-01-11,F,30.0,Branch_2,2,2025-04-11,12000,2,2400.0,Gachibowli,good savings,5.0,4.0,Veg,50,Yes,0.7,Positive
CUST0219,2025-02-02,Unknown,45.0,Branch_9,9,2025-05-03,900,3,180.0,Uppal,good????,1.0,4.0,Veg,1000,Yes,0.7,Positive
CUST0220,2025-02-17,M,30.0,Branch_6,6,2025-05-18,1200,1,50.0,Secunderabad,,1.0,4.0,Veg,20,Yes,0.0,Neutral
CUST0221,,Unknown,30.0,Branch_7,7,,300,0,0.0,LB Nagar,Not much benefit,4.0,4.0,Veg,300,No,-0.1,Negative
CUST0222,2025-02-11,Unknown,25.0,Branch_9,9,2025-05-12,600,15,120.0,Uppal,good????,2.0,1.0,Veg,20,Yes,0.7,Positive
CUST0223,,Unknown,30.0,Branch_9,9,,3000,0,0.0,Uppal,average,2.0,2.0,Non-Veg,20,No,-0.15,Negative
CUST0224,2025-01-18,Unknown,30.0,Branch_1,1,2025-04-18,3000,1,600.0,Madhapur,,2.0,1.0,Veg,100,Yes,0.0,Neutral
CUST0225,2025-01-29,F,30.0,Branch_1,1,2025-04-29,3000,5,600.0,Madhapur,Crowded but good,4.0,2.0,Non-Veg,10,Yes,0.7,Positive
CUST0226,2025-01-09,Unknown,60.0,Branch_10,10,2025-04-09,600,5,120.0,Mehdipatnam,,3.0,2.0,Non-Veg,100,Yes,0.0,Neutral
CUST0227,2025-01-27,Unknown,30.0,Branch_3,3,2025-04-27,600,2,100.0,Hitech City,Very useful offer!!!,3.0,3.0,Non-Veg,50,Yes,0.76171875,Positive
CUST0228,,F,45.0,Branch_7,7,,3000,0,0.0,LB Nagar,Crowded but good,2.0,5.0,Non-Veg,10,No,0.7,Positive
CUST0229,2025-01-20,M,30.0,Branch_8,8,2025-04-20,3000,15,600.0,Dilsukhnagar,Crowded but good,5.0,5.0,Veg,50,Yes,0.7,Positive
CUST0230,2025-01-17,Unknown,18.0,Branch_8,8,2025-04-17,600,1,120.0,Dilsukhnagar,Did not use offer,3.0,2.0,Veg,20,Yes,0.0,Neutral
CUST0231,,M,18.0,Branch_10,10,,3000,0,0.0,Mehdipatnam,,5.0,3.0,Non-Veg,100,No,0.0,Neutral
CUST0232,2025-01-31,M,30.0,Branch_5,5,2025-05-01,12000,1,2400.0,Ameerpet,,2.0,3.0,Veg,300,Yes,0.0,Neutral
CUST0233,,F,30.0,Branch_10,10,,300,0,0.0,Mehdipatnam,,2.0,5.0,Veg,1000,No,0.0,Neutral
CUST0234,,Unknown,45.0,Branch_9,9,,900,0,0.0,Uppal,Average experience,3.0,5.0,Non-Veg,50,No,-0.15,Negative
CUST0235,2025-02-21,F,60.0,Branch_6,6,2025-05-22,900,10,180.0,Secunderabad,Offer okay,4.0,1.0,Non-Veg,1000,Yes,0.5,Positive
CUST0236,2025-02-17,Unknown,45.0,Branch_10,10,2025-05-18,50,1,10.0,Mehdipatnam,Worth the price??,2.0,3.0,Veg,50,Yes,0.3,Positive
CUST0237,2025-02-01,Unknown,30.0,Branch_6,6,2025-05-02,3000,5,600.0,Secunderabad,good????,3.0,3.0,Non-Veg,50,Yes,0.7,Positive
CUST0238,2025-02-16,Unknown,25.0,Branch_9,9,2025-05-17,600,15,120.0,Uppal,,5.0,3.0,Veg,100,Yes,0.0,Neutral
CUST0239,2025-02-23,M,30.0,Branch_1,1,2025-05-24,50,15,10.0,Madhapur,Worth the price??,3.0,2.0,Veg,300,Yes,0.3,Positive
CUST0240,2025-01-01,Unknown,30.0,Branch_1,1,2025-04-01,1200,1,240.0,Madhapur,Very useful offer!!!,1.0,5.0,Non-Veg,50,Yes,0.76171875,Positive
CUST0241,2025-01-02,M,30.0,Branch_5,5,2025-04-02,3000,5,600.0,Ameerpet,Too crowded!!!,2.0,1.0,Veg,100,Yes,0.0,Neutral
CUST0242,2025-01-16,Unknown,30.0,Branch_6,6,2025-04-16,1200,1,240.0,Secunderabad,good savings,3.0,4.0,Non-Veg,100,Yes,0.7,Positive
CUST0243,2025-02-14,M,18.0,Branch_2,2,2025-05-15,600,1,120.0,Gachibowli,Crowded but good,4.0,4.0,Non-Veg,50,Yes,0.7,Positive
CUST0244,2025-02-10,Unknown,60.0,Branch_8,8,2025-05-11,3000,0,600.0,Dilsukhnagar,Not worth it :(,1.0,5.0,Veg,10,Yes,-0.45,Negative
CUST0245,2025-02-27,Unknown,30.0,Branch_8,8,2025-05-28,3000,15,600.0,Dilsukhnagar,,1.0,3.0,Veg,100,Yes,0.0,Neutral
CUST0246,2025-01-12,F,30.0,Branch_10,10,2025-04-12,600,15,0.0,Mehdipatnam,,1.0,3.0,Veg,100,Yes,0.0,Neutral
CUST0247,2025-02-06,Unknown,30.0,Branch_9,9,2025-05-07,12000,15,2400.0,Uppal,Too crowded!!!,3.0,2.0,Non-Veg,300,Yes,0.0,Neutral
CUST0248,2025-02-02,M,60.0,Branch_4,4,2025-05-03,600,10,50.0,Kukatpally,Not worth it :(,5.0,5.0,Non-Veg,1000,Yes,-0.45,Negative
CUST0249,,Unknown,30.0,Branch_5,5,,50,0,0.0,Ameerpet,,3.0,5.0,Non-Veg,50,No,0.0,Neutral
CUST0250,2025-02-13,Unknown,30.0,Branch_10,10,2025-05-14,3000,5,600.0,Mehdipatnam,good????,1.0,1.0,Veg,10,Yes,0.7,Positive
CUST0251,,Unknown,60.0,Branch_3,3,,3000,0,0.0,Hitech City,Offer okay,1.0,1.0,Veg,20,No,0.5,Positive
CUST0252,,F,18.0,Branch_2,2,,600,0,0.0,Gachibowli,Worth the price??,4.0,4.0,Non-Veg,100,No,0.3,Positive
CUST0253,,Unknown,18.0,Branch_2,2,,50,0,0.0,Gachibowli,Not worth it :(,5.0,3.0,Non-Veg,0,No,-0.45,Negative
CUST0254,,F,25.0,Branch_2,2,,900,0,0.0,Gachibowli,Loved it ,4.0,2.0,Veg,20,No,0.7,Positive
CUST0255,,M,25.0,Branch_3,3,,600,0,0.0,Hitech City,Crowded but good,3.0,4.0,Veg,50,No,0.7,Positive
CUST0256,2025-01-24,F,30.0,Branch_8,8,2025-04-24,300,2,60.0,Dilsukhnagar,good savings,2.0,3.0,Veg,50,Yes,0.7,Positive
CUST0257,,Unknown,30.0,Branch_7,7,,12000,0,0.0,LB Nagar,Offer okay,4.0,3.0,Non-Veg,10,No,0.5,Positive
CUST0258,,Unknown,60.0,Branch_4,4,,600,0,0.0,Kukatpally,Worth the price??,4.0,3.0,Veg,300,No,0.3,Positive
CUST0259,,Unknown,45.0,Branch_6,6,,1200,0,0.0,Secunderabad,average,4.0,3.0,Veg,100,No,-0.15,Negative
CUST0260,2025-02-07,M,30.0,Branch_9,9,2025-05-08,300,5,60.0,Uppal,good????,2.0,4.0,Veg,1000,Yes,0.7,Positive
CUST0261,2025-02-22,F,45.0,Branch_8,8,2025-05-23,12000,15,2400.0,Dilsukhnagar,,3.0,3.0,Veg,300,Yes,0.0,Neutral
CUST0262,,Unknown,30.0,Branch_2,2,,12000,0,0.0,Gachibowli,Not worth it :(,4.0,5.0,Non-Veg,1000,No,-0.45,Negative
CUST0263,,M,18.0,Branch_6,6,,1200,0,0.0,Secunderabad,Too crowded!!!,2.0,3.0,Non-Veg,20,No,0.0,Neutral
CUST0264,2025-02-11,Unknown,30.0,Branch_7,7,2025-05-12,50,5,10.0,LB Nagar,good savings,1.0,1.0,Veg,10,Yes,0.7,Positive
CUST0265,2025-01-29,F,60.0,Branch_10,10,2025-04-29,900,2,180.0,Mehdipatnam,Very useful offer!!!,4.0,1.0,Veg,50,Yes,0.76171875,Positive
CUST0266,2025-01-08,Unknown,30.0,Branch_5,5,2025-04-08,3000,15,600.0,Ameerpet,Too crowded!!!,2.0,5.0,Non-Veg,20,Yes,0.0,Neutral
CUST0267,,Unknown,18.0,Branch_8,8,,50,0,0.0,Dilsukhnagar,Average experience,1.0,3.0,Veg,0,No,-0.15,Negative
CUST0268,,F,25.0,Branch_3,3,,3000,0,0.0,Hitech City,Did not use offer,2.0,3.0,Non-Veg,50,No,0.0,Neutral
CUST0269,,F,30.0,Branch_3,3,,300,0,0.0,Hitech City,Crowded but good,1.0,3.0,Non-Veg,10,No,0.7,Positive
CUST0270,,M,30.0,Branch_7,7,,1200,0,0.0,LB Nagar,,3.0,3.0,Veg,100,No,0.0,Neutral
CUST0271,2025-02-21,F,30.0,Branch_6,6,2025-05-22,1200,15,240.0,Secunderabad,good savings,3.0,3.0,Non-Veg,100,Yes,0.7,Positive
CUST0272,,Unknown,18.0,Branch_10,10,,1200,0,0.0,Mehdipatnam,Offer okay,3.0,4.0,Non-Veg,10,No,0.5,Positive
CUST0273,,F,60.0,Branch_2,2,,1200,0,0.0,Gachibowli,good savings,2.0,3.0,Veg,10,No,0.7,Positive
CUST0274,,Unknown,30.0,Branch_9,9,,3000,0,0.0,Uppal,Not worth it :(,2.0,5.0,Non-Veg,50,No,-0.45,Negative
CUST0275,2025-02-01,F,30.0,Branch_3,3,2025-05-02,1200,10,240.0,Hitech City,Average experience,2.0,2.0,Veg,1000,Yes,-0.15,Negative
CUST0276,,M,30.0,Branch_6,6,,1200,0,0.0,Secunderabad,Worth the price??,2.0,4.0,Non-Veg,100,No,0.3,Positive
CUST0277,,Unknown,30.0,Branch_8,8,,900,0,0.0,Dilsukhnagar,Not much benefit,2.0,1.0,Non-Veg,0,No,-0.1,Negative
CUST0278,2025-01-19,F,30.0,Branch_5,5,2025-04-19,600,0,120.0,Ameerpet,Not worth it :(,3.0,4.0,Non-Veg,100,Yes,-0.45,Negative
CUST0279,2025-02-06,M,30.0,Branch_6,6,2025-05-07,600,0,120.0,Secunderabad,Did not use offer,2.0,4.0,Veg,300,Yes,0.0,Neutral
CUST0280,2025-01-20,M,30.0,Branch_6,6,2025-04-20,50,15,10.0,Secunderabad,average,1.0,2.0,Veg,1000,Yes,-0.15,Negative
CUST0281,,Unknown,25.0,Branch_10,10,,12000,0,0.0,Mehdipatnam,Not worth it :(,2.0,2.0,Veg,1000,No,-0.45,Negative
CUST0282,2025-02-06,F,60.0,Branch_9,9,2025-05-07,1200,2,240.0,Uppal,good????,3.0,3.0,Non-Veg,20,Yes,0.7,Positive
CUST0283,2025-01-09,Unknown,25.0,Branch_1,1,2025-04-09,12000,15,2400.0,Madhapur,good????,2.0,2.0,Veg,300,Yes,0.7,Positive
CUST0284,,Unknown,25.0,Branch_7,7,,12000,0,0.0,LB Nagar,Not worth it :(,3.0,3.0,Non-Veg,50,No,-0.45,Negative
CUST0285,,Unknown,45.0,Branch_2,2,,900,0,0.0,Gachibowli,good????,3.0,4.0,Non-Veg,20,No,0.7,Positive
CUST0286,2025-02-25,Unknown,18.0,Branch_8,8,2025-05-26,12000,15,2400.0,Dilsukhnagar,Too crowded!!!,5.0,4.0,Veg,50,Yes,0.0,Neutral
CUST0287,2025-02-01,F,30.0,Branch_6,6,2025-05-02,600,2,120.0,Secunderabad,Too crowded!!!,3.0,3.0,Veg,0,Yes,0.0,Neutral
CUST0288,2025-02-10,F,30.0,Branch_2,2,2025-05-11,12000,15,2400.0,Gachibowli,Not much benefit,1.0,4.0,Veg,300,Yes,-0.1,Negative
CUST0289,2025-02-26,M,60.0,Branch_5,5,2025-05-27,600,10,120.0,Ameerpet,Average experience,1.0,3.0,Non-Veg,300,Yes,-0.15,Negative
CUST0290,2025-01-04,Unknown,18.0,Branch_4,4,2025-04-04,3000,3,600.0,Kukatpally,good????,1.0,1.0,Veg,50,Yes,0.7,Positive
CUST0291,2025-01-09,M,30.0,Branch_8,8,2025-04-09,300,5,60.0,Dilsukhnagar,good????,3.0,1.0,Non-Veg,300,Yes,0.7,Positive
CUST0292,2025-01-31,M,60.0,Branch_2,2,2025-05-01,300,0,60.0,Gachibowli,Offer okay,3.0,2.0,Non-Veg,1000,Yes,0.5,Positive
CUST0293,2025-02-11,F,30.0,Branch_1,1,2025-05-12,300,10,60.0,Madhapur,Offer okay,3.0,2.0,Non-Veg,300,Yes,0.5,Positive
CUST0294,2025-02-28,M,18.0,Branch_4,4,2025-05-29,1200,3,240.0,Kukatpally,Worth the price??,1.0,5.0,Non-Veg,50,Yes,0.3,Positive
CUST0295,,F,45.0,Branch_3,3,,900,0,0.0,Hitech City,Loved it ,1.0,2.0,Non-Veg,100,No,0.7,Positive
CUST0296,,Unknown,30.0,Branch_1,1,,12000,0,0.0,Madhapur,Did not use offer,5.0,5.0,Veg,300,No,0.0,Neutral
CUST0297,,F,30.0,Branch_1,1,,600,0,0.0,Madhapur,Crowded but good,1.0,2.0,Non-Veg,300,No,0.7,Positive
CUST0298,2025-02-03,Unknown,30.0,Branch_3,3,2025-05-04,600,0,120.0,Hitech City,Offer okay,5.0,3.0,Veg,1000,Yes,0.5,Positive
CUST0299,,M,30.0,Branch_1,1,,12000,0,0.0,Madhapur,Average experience,2.0,1.0,Veg,1000,No,-0.15,Negative
CUST0300,,Unknown,30.0,Branch_9,9,,1200,0,0.0,Uppal,good????,4.0,1.0,Non-Veg,100,No,0.7,Positive
CUST0301,2025-01-18,Unknown,30.0,Branch_3,3,2025-04-18,600,0,0.0,Hitech City,Not worth it :(,3.0,3.0,Non-Veg,300,Yes,-0.45,Negative
CUST0302,2025-01-20,M,30.0,Branch_4,4,2025-04-20,900,10,180.0,Kukatpally,good savings,4.0,1.0,Non-Veg,100,Yes,0.7,Positive
CUST0303,2025-01-20,M,30.0,Branch_3,3,2025-04-20,3000,10,600.0,Hitech City,good????,2.0,3.0,Veg,10,Yes,0.7,Positive
CUST0304,,Unknown,25.0,Branch_9,9,,600,0,0.0,Uppal,Offer okay,2.0,3.0,Veg,300,No,0.5,Positive
CUST0305,2025-02-19,M,45.0,Branch_5,5,2025-05-20,600,0,120.0,Ameerpet,good????,5.0,3.0,Veg,50,Yes,0.7,Positive
CUST0306,,Unknown,25.0,Branch_1,1,,1200,0,0.0,Madhapur,Offer okay,2.0,3.0,Veg,100,No,0.5,Positive
CUST0307,2025-01-15,M,30.0,Branch_4,4,2025-04-15,1200,10,0.0,Kukatpally,Offer okay,4.0,2.0,Veg,1000,Yes,0.5,Positive
CUST0308,2025-02-05,F,60.0,Branch_7,7,2025-05-06,3000,15,600.0,LB Nagar,,4.0,3.0,Veg,20,Yes,0.0,Neutral
CUST0309,2025-02-06,F,30.0,Branch_1,1,2025-05-07,50,2,10.0,Madhapur,Too crowded!!!,5.0,1.0,Non-Veg,0,Yes,0.0,Neutral
CUST0310,,Unknown,18.0,Branch_5,5,,12000,0,0.0,Ameerpet,Did not use offer,4.0,1.0,Veg,10,No,0.0,Neutral
CUST0311,,F,30.0,Branch_10,10,,1200,0,0.0,Mehdipatnam,Offer okay,5.0,4.0,Veg,300,No,0.5,Positive
CUST0312,2025-01-10,M,60.0,Branch_6,6,2025-04-10,900,0,100.0,Secunderabad,Very useful offer!!!,3.0,4.0,Non-Veg,300,Yes,0.76171875,Positive
CUST0313,,F,30.0,Branch_9,9,,50,0,0.0,Uppal,Not much benefit,1.0,2.0,Non-Veg,20,No,-0.1,Negative
CUST0314,2025-01-03,Unknown,18.0,Branch_6,6,2025-04-03,12000,1,2400.0,Secunderabad,Not worth it :(,1.0,5.0,Veg,300,Yes,-0.45,Negative
CUST0315,,M,30.0,Branch_10,10,,50,0,0.0,Mehdipatnam,Loved it ,2.0,2.0,Veg,20,No,0.7,Positive
CUST0316,,Unknown,30.0,Branch_6,6,,12000,0,0.0,Secunderabad,Average experience,2.0,1.0,Veg,10,No,-0.15,Negative
CUST0317,2025-01-10,Unknown,18.0,Branch_6,6,2025-04-10,300,0,60.0,Secunderabad,Did not use offer,3.0,2.0,Non-Veg,20,Yes,0.0,Neutral
CUST0318,,F,45.0,Branch_2,2,,600,0,0.0,Gachibowli,average,3.0,3.0,Non-Veg,0,No,-0.15,Negative
CUST0319,2025-02-23,Unknown,30.0,Branch_4,4,2025-05-24,600,15,120.0,Kukatpally,Did not use offer,1.0,3.0,Veg,20,Yes,0.0,Neutral
CUST0320,2025-01-02,F,18.0,Branch_9,9,2025-04-02,12000,3,2400.0,Uppal,Not much benefit,1.0,2.0,Veg,0,Yes,-0.1,Negative
CUST0321,2025-02-23,Unknown,18.0,Branch_7,7,2025-05-24,300,15,60.0,LB Nagar,Not worth it :(,5.0,3.0,Veg,0,Yes,-0.45,Negative
CUST0322,2025-01-13,Unknown,18.0,Branch_2,2,2025-04-13,900,10,180.0,Gachibowli,Very useful offer!!!,4.0,1.0,Veg,100,Yes,0.76171875,Positive
CUST0323,,Unknown,30.0,Branch_7,7,,12000,0,0.0,LB Nagar,Crowded but good,3.0,4.0,Veg,20,No,0.7,Positive
CUST0324,2025-02-28,M,30.0,Branch_3,3,2025-05-29,600,1,120.0,Hitech City,Loved it ,3.0,4.0,Non-Veg,100,Yes,0.7,Positive
CUST0325,,Unknown,25.0,Branch_5,5,,50,0,0.0,Ameerpet,Crowded but good,2.0,3.0,Non-Veg,10,No,0.7,Positive
CUST0326,2025-01-25,Unknown,60.0,Branch_9,9,2025-04-25,3000,15,600.0,Uppal,,5.0,5.0,Veg,50,Yes,0.0,Neutral
CUST0327,,F,30.0,Branch_6,6,,300,0,0.0,Secunderabad,,3.0,1.0,Non-Veg,100,No,0.0,Neutral
CUST0328,,F,18.0,Branch_4,4,,12000,0,0.0,Kukatpally,,3.0,2.0,Veg,100,No,0.0,Neutral
CUST0329,2025-02-18,Unknown,25.0,Branch_7,7,2025-05-19,1200,1,240.0,LB Nagar,Worth the price??,2.0,5.0,Veg,1000,Yes,0.3,Positive
CUST0330,,F,30.0,Branch_6,6,,1200,0,0.0,Secunderabad,average,4.0,5.0,Veg,10,No,-0.15,Negative
CUST0331,,F,30.0,Branch_1,1,,50,0,0.0,Madhapur,Very useful offer!!!,5.0,4.0,Veg,20,No,0.76171875,Positive
CUST0332,2025-02-21,M,30.0,Branch_6,6,2025-05-22,600,1,120.0,Secunderabad,Worth the price??,5.0,3.0,Veg,1000,Yes,0.3,Positive
CUST0333,2025-02-24,Unknown,30.0,Branch_2,2,2025-05-25,12000,5,2400.0,Gachibowli,Not worth it :(,1.0,3.0,Veg,20,Yes,-0.45,Negative
CUST0334,2025-01-11,Unknown,25.0,Branch_8,8,2025-04-11,900,10,180.0,Dilsukhnagar,good????,5.0,3.0,Non-Veg,1000,Yes,0.7,Positive
CUST0335,,F,30.0,Branch_10,10,,300,0,0.0,Mehdipatnam,Average experience,3.0,3.0,Veg,10,No,-0.15,Negative
CUST0336,2025-02-16,M,25.0,Branch_7,7,2025-05-17,3000,0,600.0,LB Nagar,Not worth it :(,3.0,5.0,Veg,300,Yes,-0.45,Negative
CUST0337,2025-03-01,F,60.0,Branch_2,2,2025-05-30,300,3,60.0,Gachibowli,Offer okay,2.0,3.0,Veg,1000,Yes,0.5,Positive
CUST0338,,F,30.0,Branch_5,5,,900,0,0.0,Ameerpet,good????,1.0,3.0,Veg,1000,No,0.7,Positive
CUST0339,2025-02-16,F,30.0,Branch_7,7,2025-05-17,50,0,10.0,LB Nagar,Not much benefit,4.0,3.0,Non-Veg,50,Yes,-0.1,Negative
CUST0340,2025-02-23,F,30.0,Branch_4,4,2025-05-24,12000,3,2400.0,Kukatpally,good savings,1.0,3.0,Veg,20,Yes,0.7,Positive
CUST0341,,F,30.0,Branch_6,6,,50,0,0.0,Secunderabad,Worth the price??,3.0,1.0,Non-Veg,0,No,0.3,Positive
CUST0342,,M,30.0,Branch_8,8,,1200,0,0.0,Dilsukhnagar,Loved it ,2.0,5.0,Non-Veg,10,No,0.7,Positive
CUST0343,2025-01-07,Unknown,45.0,Branch_7,7,2025-04-07,300,2,60.0,LB Nagar,Average experience,2.0,1.0,Veg,50,Yes,-0.15,Negative
CUST0344,,M,30.0,Branch_6,6,,300,0,0.0,Secunderabad,good savings,3.0,3.0,Non-Veg,100,No,0.7,Positive
CUST0345,,F,25.0,Branch_1,1,,300,0,0.0,Madhapur,Loved it ,3.0,1.0,Non-Veg,1000,No,0.7,Positive
CUST0346,2025-01-20,M,30.0,Branch_5,5,2025-04-20,900,15,180.0,Ameerpet,Worth the price??,3.0,4.0,Veg,10,Yes,0.3,Positive
CUST0347,,Unknown,45.0,Branch_8,8,,50,0,0.0,Dilsukhnagar,,3.0,5.0,Veg,10,No,0.0,Neutral
CUST0348,2025-01-06,F,30.0,Branch_7,7,2025-04-06,600,10,120.0,LB Nagar,average,4.0,5.0,Non-Veg,100,Yes,-0.15,Negative
CUST0349,,Unknown,18.0,Branch_8,8,,1200,0,0.0,Dilsukhnagar,Crowded but good,3.0,1.0,Non-Veg,100,No,0.7,Positive
CUST0350,2025-01-08,F,30.0,Branch_3,3,2025-04-08,900,15,180.0,Hitech City,Worth the price??,1.0,4.0,Veg,300,Yes,0.3,Positive
CUST0351,,Unknown,60.0,Branch_3,3,,300,0,0.0,Hitech City,,3.0,1.0,Veg,50,No,0.0,Neutral
CUST0352,,Unknown,30.0,Branch_5,5,,1200,0,0.0,Ameerpet,Too crowded!!!,3.0,5.0,Non-Veg,100,No,0.0,Neutral
CUST0353,,F,18.0,Branch_3,3,,50,0,0.0,Hitech City,,1.0,5.0,Veg,1000,No,0.0,Neutral
CUST0354,,Unknown,45.0,Branch_6,6,,12000,0,0.0,Secunderabad,Crowded but good,3.0,4.0,Non-Veg,100,No,0.7,Positive
CUST0355,,Unknown,25.0,Branch_5,5,,50,0,0.0,Ameerpet,Not worth it :(,5.0,3.0,Non-Veg,50,No,-0.45,Negative
