customer_id,offer_taken_date,gender,age,branch_name,branch_rank,valid_upto,bill_amount,offer_usage_count,discount_amount,area_of_branch,customer_comment,food_rating,serving_rating,category,tip_amount,offer_taken
CUST0201,,Unknown,30.0,Branch_5,5,,3000,0,0.0,Ameerpet,nan,3.0,5.0,Veg,10,No
CUST0202,,Unknown,60.0,Branch_4,4,,12000,0,0.0,Kukatpally,Not much benefit,3.0,5.0,Non-Veg,20,No
CUST0203,,Unknown,30.0,Branch_9,9,,50,0,0.0,Uppal,average,3.0,2.0,Veg,0,No
CUST0204,,Unknown,45.0,Branch_6,6,,3000,0,0.0,Secunderabad,good????,4.0,2.0,Veg,1000,No
CUST0205,,F,18.0,Branch_5,5,,1200,0,0.0,Ameerpet,Not worth it :(,3.0,5.0,Veg,10,No
CUST0206,2025-02-12,M,30.0,Branch_1,1,2025-05-13,300,5,60.0,Madhapur,Offer okay,3.0,4.0,Veg,300,Yes
CUST0207,2025-01-01,Unknown,30.0,Branch_8,8,2025-04-01,300,5,60.0,Dilsukhnagar,Too crowded!!!,3.0,3.0,Veg,300,Yes
CUST0208,2025-02-28,M,25.0,Branch_4,4,2025-05-29,50,15,10.0,Kukatpally,Crowded but good,2.0,1.0,Non-Veg,1000,Yes
CUST0209,,M,30.0,Branch_5,5,,300,0,0.0,Ameerpet,Average experience,5.0,5.0,Veg,20,No
CUST0210,,Unknown,25.0,Branch_9,9,,900,0,0.0,Uppal,average,5.0,4.0,Veg,10,No
CUST0211,2025-01-22,F,30.0,Branch_5,5,2025-04-22,3000,1,600.0,Ameerpet,good????,3.0,3.0,Non-Veg,300,Yes
CUST0212,2025-01-12,Unknown,60.0,Branch_7,7,2025-04-12,12000,5,2400.0,LB Nagar,good savings,4.0,3.0,Veg,10,Yes
CUST0213,2025-01-31,Unknown,45.0,Branch_4,4,2025-05-01,300,2,50.0,Kukatpally,Offer okay,3.0,5.0,Non-Veg,100,Yes
CUST0214,2025-01-17,M,30.0,Branch_1,1,2025-04-17,600,10,120.0,Madhapur,Average experience,2.0,4.0,Non-Veg,100,Yes
CUST0215,,Unknown,30.0,Branch_5,5,,3000,0,0.0,Ameerpet,nan,2.0,4.0,Veg,50,No
CUST0216,,Unknown,30.0,Branch_9,9,,900,0,0.0,Uppal,Too crowded!!!,2.0,3.0,Non-Veg,1000,No
CUST0217,2025-02-03,M,30.0,Branch_2,2,2025-05-04,1200,3,240.0,Gachibowli,average,5.0,5.0,Veg,100,Yes
CUST0218,2025-01-11,F,30.0,Branch_2,2,2025-04-11,12000,2,2400.0,Gachibowli,good savings,5.0,4.0,Veg,50,Yes
CUST0219,2025-02-02,Unknown,45.0,Branch_9,9,2025-05-03,900,3,180.0,Uppal,good????,1.0,4.0,Veg,1000,Yes
CUST0220,2025-02-17,M,30.0,Branch_6,6,2025-05-18,1200,1,50.0,Secunderabad,nan,1.0,4.0,Veg,20,Yes
CUST0221,,Unknown,30.0,Branch_7,7,,300,0,0.0,LB Nagar,Not much benefit,4.0,4.0,Veg,300,No
CUST0222,2025-02-11,Unknown,25.0,Branch_9,9,2025-05-12,600,15,120.0,Uppal,good????,2.0,1.0,Veg,20,Yes
CUST0223,,Unknown,30.0,Branch_9,9,,3000,0,0.0,Uppal,average,2.0,2.0,Non-Veg,20,No
CUST0224,2025-01-18,Unknown,30.0,Branch_1,1,2025-04-18,3000,1,600.0,Madhapur,nan,2.0,1.0,Veg,100,Yes
CUST0225,2025-01-29,F,30.0,Branch_1,1,2025-04-29,3000,5,600.0,Madhapur,Crowded but good,4.0,2.0,Non-Veg,10,Yes
CUST0226,2025-01-09,Unknown,60.0,Branch_10,10,2025-04-09,600,5,120.0,Mehdipatnam,nan,3.0,2.0,Non-Veg,100,Yes
CUST0227,2025-01-27,Unknown,30.0,Branch_3,3,2025-04-27,600,2,100.0,Hitech City,Very useful offer!!!,3.0,3.0,Non-Veg,50,Yes
CUST0228,,F,45.0,Branch_7,7,,3000,0,0.0,LB Nagar,Crowded but good,2.0,5.0,Non-Veg,10,No
CUST0229,2025-01-20,M,30.0,Branch_8,8,2025-04-20,3000,15,600.0,Dilsukhnagar,Crowded but good,5.0,5.0,Veg,50,Yes
CUST0230,2025-01-17,Unknown,18.0,Branch_8,8,2025-04-17,600,1,120.0,Dilsukhnagar,Did not use offer,3.0,2.0,Veg,20,Yes
CUST0231,,M,18.0,Branch_10,10,,3000,0,0.0,Mehdipatnam,nan,5.0,3.0,Non-Veg,100,No
CUST0232,2025-01-31,M,30.0,Branch_5,5,2025-05-01,12000,1,2400.0,Ameerpet,nan,2.0,3.0,Veg,300,Yes
CUST0233,,F,30.0,Branch_10,10,,300,0,0.0,Mehdipatnam,nan,2.0,5.0,Veg,1000,No
CUST0234,,Unknown,45.0,Branch_9,9,,900,0,0.0,Uppal,Average experience,3.0,5.0,Non-Veg,50,No
CUST0235,2025-02-21,F,60.0,Branch_6,6,2025-05-22,900,10,180.0,Secunderabad,Offer okay,4.0,1.0,Non-Veg,1000,Yes
CUST0236,2025-02-17,Unknown,45.0,Branch_10,10,2025-05-18,50,1,10.0,Mehdipatnam,Worth the price??,2.0,3.0,Veg,50,Yes
CUST0237,2025-02-01,Unknown,30.0,Branch_6,6,2025-05-02,3000,5,600.0,Secunderabad,good????,3.0,3.0,Non-Veg,50,Yes
CUST0238,2025-02-16,Unknown,25.0,Branch_9,9,2025-05-17,600,15,120.0,Uppal,nan,5.0,3.0,Veg,100,Yes
CUST0239,2025-02-23,M,30.0,Branch_1,1,2025-05-24,50,15,10.0,Madhapur,Worth the price??,3.0,2.0,Veg,300,Yes
CUST0240,2025-01-01,Unknown,30.0,Branch_1,1,2025-04-01,1200,1,240.0,Madhapur,Very useful offer!!!,1.0,5.0,Non-Veg,50,Yes
CUST0241,2025-01-02,M,30.0,Branch_5,5,2025-04-02,3000,5,600.0,Ameerpet,Too crowded!!!,2.0,1.0,Veg,100,Yes
CUST0242,2025-01-16,Unknown,30.0,Branch_6,6,2025-04-16,1200,1,240.0,Secunderabad,good savings,3.0,4.0,Non-Veg,100,Yes
CUST0243,2025-02-14,M,18.0,Branch_2,2,2025-05-15,600,1,120.0,Gachibowli,Crowded but good,4.0,4.0,Non-Veg,50,Yes
CUST0244,2025-02-10,Unknown,60.0,Branch_8,8,2025-05-11,3000,0,600.0,Dilsukhnagar,Not worth it :(,1.0,5.0,Veg,10,Yes
CUST0245,2025-02-27,Unknown,30.0,Branch_8,8,2025-05-28,3000,15,600.0,Dilsukhnagar,nan,1.0,3.0,Veg,100,Yes
CUST0246,2025-01-12,F,30.0,Branch_10,10,2025-04-12,600,15,0.0,Mehdipatnam,nan,1.0,3.0,Veg,100,Yes
CUST0247,2025-02-06,Unknown,30.0,Branch_9,9,2025-05-07,12000,15,2400.0,Uppal,Too crowded!!!,3.0,2.0,Non-Veg,300,Yes
CUST0248,2025-02-02,M,60.0,Branch_4,4,2025-05-03,600,10,50.0,Kukatpally,Not worth it :(,5.0,5.0,Non-Veg,1000,Yes
CUST0249,,Unknown,30.0,Branch_5,5,,50,0,0.0,Ameerpet,nan,3.0,5.0,Non-Veg,50,No
CUST0250,2025-02-13,Unknown,30.0,Branch_10,10,2025-05-14,3000,5,600.0,Mehdipatnam,good????,1.0,1.0,Veg,10,Yes
CUST0251,,Unknown,60.0,Branch_3,3,,3000,0,0.0,Hitech City,Offer okay,1.0,1.0,Veg,20,No
CUST0252,,F,18.0,Branch_2,2,,600,0,0.0,Gachibowli,Worth the price??,4.0,4.0,Non-Veg,100,No
CUST0253,,Unknown,18.0,Branch_2,2,,50,0,0.0,Gachibowli,Not worth it :(,5.0,3.0,Non-Veg,0,No
CUST0254,,F,25.0,Branch_2,2,,900,0,0.0,Gachibowli,Loved it ,4.0,2.0,Veg,20,No
CUST0255,,M,25.0,Branch_3,3,,600,0,0.0,Hitech City,Crowded but good,3.0,4.0,Veg,50,No
CUST0256,2025-01-24,F,30.0,Branch_8,8,2025-04-24,300,2,60.0,Dilsukhnagar,good savings,2.0,3.0,Veg,50,Yes
CUST0257,,Unknown,30.0,Branch_7,7,,12000,0,0.0,LB Nagar,Offer okay,4.0,3.0,Non-Veg,10,No
CUST0258,,Unknown,60.0,Branch_4,4,,600,0,0.0,Kukatpally,Worth the price??,4.0,3.0,Veg,300,No
CUST0259,,Unknown,45.0,Branch_6,6,,1200,0,0.0,Secunderabad,average,4.0,3.0,Veg,100,No
CUST0260,2025-02-07,M,30.0,Branch_9,9,2025-05-08,300,5,60.0,Uppal,good????,2.0,4.0,Veg,1000,Yes
CUST0261,2025-02-22,F,45.0,Branch_8,8,2025-05-23,12000,15,2400.0,Dilsukhnagar,nan,3.0,3.0,Veg,300,Yes
CUST0262,,Unknown,30.0,Branch_2,2,,12000,0,0.0,Gachibowli,Not worth it :(,4.0,5.0,Non-Veg,1000,No
CUST0263,,M,18.0,Branch_6,6,,1200,0,0.0,Secunderabad,Too crowded!!!,2.0,3.0,Non-Veg,20,No
CUST0264,2025-02-11,Unknown,30.0,Branch_7,7,2025-05-12,50,5,10.0,LB Nagar,good savings,1.0,1.0,Veg,10,Yes
CUST0265,2025-01-29,F,60.0,Branch_10,10,2025-04-29,900,2,180.0,Mehdipatnam,Very useful offer!!!,4.0,1.0,Veg,50,Yes
CUST0266,2025-01-08,Unknown,30.0,Branch_5,5,2025-04-08,3000,15,600.0,Ameerpet,Too crowded!!!,2.0,5.0,Non-Veg,20,Yes
CUST0267,,Unknown,18.0,Branch_8,8,,50,0,0.0,Dilsukhnagar,Average experience,1.0,3.0,Veg,0,No
CUST0268,,F,25.0,Branch_3,3,,3000,0,0.0,Hitech City,Did not use offer,2.0,3.0,Non-Veg,50,No
CUST0269,,F,30.0,Branch_3,3,,300,0,0.0,Hitech City,Crowded but good,1.0,3.0,Non-Veg,10,No
CUST0270,,M,30.0,Branch_7,7,,1200,0,0.0,LB Nagar,nan,3.0,3.0,Veg,100,No
CUST0271,2025-02-21,F,30.0,Branch_6,6,2025-05-22,1200,15,240.0,Secunderabad,good savings,3.0,3.0,Non-Veg,100,Yes
CUST0272,,Unknown,18.0,Branch_10,10,,1200,0,0.0,Mehdipatnam,Offer okay,3.0,4.0,Non-Veg,10,No
CUST0273,,F,60.0,Branch_2,2,,1200,0,0.0,Gachibowli,good savings,2.0,3.0,Veg,10,No
CUST0274,,Unknown,30.0,Branch_9,9,,3000,0,0.0,Uppal,Not worth it :(,2.0,5.0,Non-Veg,50,No
CUST0275,2025-02-01,F,30.0,Branch_3,3,2025-05-02,1200,10,240.0,Hitech City,Average experience,2.0,2.0,Veg,1000,Yes
CUST0276,,M,30.0,Branch_6,6,,1200,0,0.0,Secunderabad,Worth the price??,2.0,4.0,Non-Veg,100,No
CUST0277,,Unknown,30.0,Branch_8,8,,900,0,0.0,Dilsukhnagar,Not much benefit,2.0,1.0,Non-Veg,0,No
CUST0278,2025-01-19,F,30.0,Branch_5,5,2025-04-19,600,0,120.0,Ameerpet,Not worth it :(,3.0,4.0,Non-Veg,100,Yes
CUST0279,2025-02-06,M,30.0,Branch_6,6,2025-05-07,600,0,120.0,Secunderabad,Did not use offer,2.0,4.0,Veg,300,Yes
CUST0280,2025-01-20,M,30.0,Branch_6,6,2025-04-20,50,15,10.0,Secunderabad,average,1.0,2.0,Veg,1000,Yes
CUST0281,,Unknown,25.0,Branch_10,10,,12000,0,0.0,Mehdipatnam,Not worth it :(,2.0,2.0,Veg,1000,No
CUST0282,2025-02-06,F,60.0,Branch_9,9,2025-05-07,1200,2,240.0,Uppal,good????,3.0,3.0,Non-Veg,20,Yes
CUST0283,2025-01-09,Unknown,25.0,Branch_1,1,2025-04-09,12000,15,2400.0,Madhapur,good????,2.0,2.0,Veg,300,Yes
CUST0284,,Unknown,25.0,Branch_7,7,,12000,0,0.0,LB Nagar,Not worth it :(,3.0,3.0,Non-Veg,50,No
CUST0285,,Unknown,45.0,Branch_2,2,,900,0,0.0,Gachibowli,good????,3.0,4.0,Non-Veg,20,No
CUST0286,2025-02-25,Unknown,18.0,Branch_8,8,2025-05-26,12000,15,2400.0,Dilsukhnagar,Too crowded!!!,5.0,4.0,Veg,50,Yes
CUST0287,2025-02-01,F,30.0,Branch_6,6,2025-05-02,600,2,120.0,Secunderabad,Too crowded!!!,3.0,3.0,Veg,0,Yes
CUST0288,2025-02-10,F,30.0,Branch_2,2,2025-05-11,12000,15,2400.0,Gachibowli,Not much benefit,1.0,4.0,Veg,300,Yes
CUST0289,2025-02-26,M,60.0,Branch_5,5,2025-05-27,600,10,120.0,Ameerpet,Average experience,1.0,3.0,Non-Veg,300,Yes
CUST0290,2025-01-04,Unknown,18.0,Branch_4,4,2025-04-04,3000,3,600.0,Kukatpally,good????,1.0,1.0,Veg,50,Yes
CUST0291,2025-01-09,M,30.0,Branch_8,8,2025-04-09,300,5,60.0,Dilsukhnagar,good????,3.0,1.0,Non-Veg,300,Yes
CUST0292,2025-01-31,M,60.0,Branch_2,2,2025-05-01,300,0,60.0,Gachibowli,Offer okay,3.0,2.0,Non-Veg,1000,Yes
CUST0293,2025-02-11,F,30.0,Branch_1,1,2025-05-12,300,10,60.0,Madhapur,Offer okay,3.0,2.0,Non-Veg,300,Yes
CUST0294,2025-02-28,M,18.0,Branch_4,4,2025-05-29,1200,3,240.0,Kukatpally,Worth the price??,1.0,5.0,Non-Veg,50,Yes
CUST0295,,F,45.0,Branch_3,3,,900,0,0.0,Hitech City,Loved it ,1.0,2.0,Non-Veg,100,No
CUST0296,,Unknown,30.0,Branch_1,1,,12000,0,0.0,Madhapur,Did not use offer,5.0,5.0,Veg,300,No
CUST0297,,F,30.0,Branch_1,1,,600,0,0.0,Madhapur,Crowded but good,1.0,2.0,Non-Veg,300,No
CUST0298,2025-02-03,Unknown,30.0,Branch_3,3,2025-05-04,600,0,120.0,Hitech City,Offer okay,5.0,3.0,Veg,1000,Yes
CUST0299,,M,30.0,Branch_1,1,,12000,0,0.0,Madhapur,Average experience,2.0,1.0,Veg,1000,No
CUST0300,,Unknown,30.0,Branch_9,9,,1200,0,0.0,Uppal,good????,4.0,1.0,Non-Veg,100,No
CUST0301,2025-01-18,Unknown,30.0,Branch_3,3,2025-04-18,600,0,0.0,Hitech City,Not worth it :(,3.0,3.0,Non-Veg,300,Yes
CUST0302,2025-01-20,M,30.0,Branch_4,4,2025-04-20,900,10,180.0,Kukatpally,good savings,4.0,1.0,Non-Veg,100,Yes
CUST0303,2025-01-20,M,30.0,Branch_3,3,2025-04-20,3000,10,600.0,Hitech City,good????,2.0,3.0,Veg,10,Yes
CUST0304,,Unknown,25.0,Branch_9,9,,600,0,0.0,Uppal,Offer okay,2.0,3.0,Veg,300,No
CUST0305,2025-02-19,M,45.0,Branch_5,5,2025-05-20,600,0,120.0,Ameerpet,good????,5.0,3.0,Veg,50,Yes
CUST0306,,Unknown,25.0,Branch_1,1,,1200,0,0.0,Madhapur,Offer okay,2.0,3.0,Veg,100,No
CUST0307,2025-01-15,M,30.0,Branch_4,4,2025-04-15,1200,10,0.0,Kukatpally,Offer okay,4.0,2.0,Veg,1000,Yes
CUST0308,2025-02-05,F,60.0,Branch_7,7,2025-05-06,3000,15,600.0,LB Nagar,nan,4.0,3.0,Veg,20,Yes
CUST0309,2025-02-06,F,30.0,Branch_1,1,2025-05-07,50,2,10.0,Madhapur,Too crowded!!!,5.0,1.0,Non-Veg,0,Yes
CUST0310,,Unknown,18.0,Branch_5,5,,12000,0,0.0,Ameerpet,Did not use offer,4.0,1.0,Veg,10,No
CUST0311,,F,30.0,Branch_10,10,,1200,0,0.0,Mehdipatnam,Offer okay,5.0,4.0,Veg,300,No
CUST0312,2025-01-10,M,60.0,Branch_6,6,2025-04-10,900,0,100.0,Secunderabad,Very useful offer!!!,3.0,4.0,Non-Veg,300,Yes
CUST0313,,F,30.0,Branch_9,9,,50,0,0.0,Uppal,Not much benefit,1.0,2.0,Non-Veg,20,No
CUST0314,2025-01-03,Unknown,18.0,Branch_6,6,2025-04-03,12000,1,2400.0,Secunderabad,Not worth it :(,1.0,5.0,Veg,300,Yes
CUST0315,,M,30.0,Branch_10,10,,50,0,0.0,Mehdipatnam,Loved it ,2.0,2.0,Veg,20,No
CUST0316,,Unknown,30.0,Branch_6,6,,12000,0,0.0,Secunderabad,Average experience,2.0,1.0,Veg,10,No
CUST0317,2025-01-10,Unknown,18.0,Branch_6,6,2025-04-10,300,0,60.0,Secunderabad,Did not use offer,3.0,2.0,Non-Veg,20,Yes
CUST0318,,F,45.0,Branch_2,2,,600,0,0.0,Gachibowli,average,3.0,3.0,Non-Veg,0,No
CUST0319,2025-02-23,Unknown,30.0,Branch_4,4,2025-05-24,600,15,120.0,Kukatpally,Did not use offer,1.0,3.0,Veg,20,Yes
CUST0320,2025-01-02,F,18.0,Branch_9,9,2025-04-02,12000,3,2400.0,Uppal,Not much benefit,1.0,2.0,Veg,0,Yes
CUST0321,2025-02-23,Unknown,18.0,Branch_7,7,2025-05-24,300,15,60.0,LB Nagar,Not worth it :(,5.0,3.0,Veg,0,Yes
CUST0322,2025-01-13,Unknown,18.0,Branch_2,2,2025-04-13,900,10,180.0,Gachibowli,Very useful offer!!!,4.0,1.0,Veg,100,Yes
CUST0323,,Unknown,30.0,Branch_7,7,,12000,0,0.0,LB Nagar,Crowded but good,3.0,4.0,Veg,20,No
CUST0324,2025-02-28,M,30.0,Branch_3,3,2025-05-29,600,1,120.0,Hitech City,Loved it ,3.0,4.0,Non-Veg,100,Yes
CUST0325,,Unknown,25.0,Branch_5,5,,50,0,0.0,Ameerpet,Crowded but good,2.0,3.0,Non-Veg,10,No
CUST0326,2025-01-25,Unknown,60.0,Branch_9,9,2025-04-25,3000,15,600.0,Uppal,nan,5.0,5.0,Veg,50,Yes
CUST0327,,F,30.0,Branch_6,6,,300,0,0.0,Secunderabad,nan,3.0,1.0,Non-Veg,100,No
CUST0328,,F,18.0,Branch_4,4,,12000,0,0.0,Kukatpally,nan,3.0,2.0,Veg,100,No
CUST0329,2025-02-18,Unknown,25.0,Branch_7,7,2025-05-19,1200,1,240.0,LB Nagar,Worth the price??,2.0,5.0,Veg,1000,Yes
CUST0330,,F,30.0,Branch_6,6,,1200,0,0.0,Secunderabad,average,4.0,5.0,Veg,10,No
CUST0331,,F,30.0,Branch_1,1,,50,0,0.0,Madhapur,Very useful offer!!!,5.0,4.0,Veg,20,No
CUST0332,2025-02-21,M,30.0,Branch_6,6,2025-05-22,600,1,120.0,Secunderabad,Worth the price??,5.0,3.0,Veg,1000,Yes
CUST0333,2025-02-24,Unknown,30.0,Branch_2,2,2025-05-25,12000,5,2400.0,Gachibowli,Not worth it :(,1.0,3.0,Veg,20,Yes
CUST0334,2025-01-11,Unknown,25.0,Branch_8,8,2025-04-11,900,10,180.0,Dilsukhnagar,good????,5.0,3.0,Non-Veg,1000,Yes
CUST0335,,F,30.0,Branch_10,10,,300,0,0.0,Mehdipatnam,Average experience,3.0,3.0,Veg,10,No
CUST0336,2025-02-16,M,25.0,Branch_7,7,2025-05-17,3000,0,600.0,LB Nagar,Not worth it :(,3.0,5.0,Veg,300,Yes
CUST0337,2025-03-01,F,60.0,Branch_2,2,2025-05-30,300,3,60.0,Gachibowli,Offer okay,2.0,3.0,Veg,1000,Yes
CUST0338,,F,30.0,Branch_5,5,,900,0,0.0,Ameerpet,good????,1.0,3.0,Veg,1000,No
CUST0339,2025-02-16,F,30.0,Branch_7,7,2025-05-17,50,0,10.0,LB Nagar,Not much benefit,4.0,3.0,Non-Veg,50,Yes
CUST0340,2025-02-23,F,30.0,Branch_4,4,2025-05-24,12000,3,2400.0,Kukatpally,good savings,1.0,3.0,Veg,20,Yes
CUST0341,,F,30.0,Branch_6,6,,50,0,0.0,Secunderabad,Worth the price??,3.0,1.0,Non-Veg,0,No
CUST0342,,M,30.0,Branch_8,8,,1200,0,0.0,Dilsukhnagar,Loved it ,2.0,5.0,Non-Veg,10,No
CUST0343,2025-01-07,Unknown,45.0,Branch_7,7,2025-04-07,300,2,60.0,LB Nagar,Average experience,2.0,1.0,Veg,50,Yes
CUST0344,,M,30.0,Branch_6,6,,300,0,0.0,Secunderabad,good savings,3.0,3.0,Non-Veg,100,No
CUST0345,,F,25.0,Branch_1,1,,300,0,0.0,Madhapur,Loved it ,3.0,1.0,Non-Veg,1000,No
CUST0346,2025-01-20,M,30.0,Branch_5,5,2025-04-20,900,15,180.0,Ameerpet,Worth the price??,3.0,4.0,Veg,10,Yes
CUST0347,,Unknown,45.0,Branch_8,8,,50,0,0.0,Dilsukhnagar,nan,3.0,5.0,Veg,10,No
CUST0348,2025-01-06,F,30.0,Branch_7,7,2025-04-06,600,10,120.0,LB Nagar,average,4.0,5.0,Non-Veg,100,Yes
CUST0349,,Unknown,18.0,Branch_8,8,,1200,0,0.0,Dilsukhnagar,Crowded but good,3.0,1.0,Non-Veg,100,No
CUST0350,2025-01-08,F,30.0,Branch_3,3,2025-04-08,900,15,180.0,Hitech City,Worth the price??,1.0,4.0,Veg,300,Yes
CUST0351,,Unknown,60.0,Branch_3,3,,300,0,0.0,Hitech City,nan,3.0,1.0,Veg,50,No
CUST0352,,Unknown,30.0,Branch_5,5,,1200,0,0.0,Ameerpet,Too crowded!!!,3.0,5.0,Non-Veg,100,No
CUST0353,,F,18.0,Branch_3,3,,50,0,0.0,Hitech City,nan,1.0,5.0,Veg,1000,No
CUST0354,,Unknown,45.0,Branch_6,6,,12000,0,0.0,Secunderabad,Crowded but good,3.0,4.0,Non-Veg,100,No
CUST0355,,Unknown,25.0,Branch_5,5,,50,0,0.0,Ameerpet,Not worth it :(,5.0,3.0,Non-Veg,50,No
CUST0356,2025-01-26,Unknown,60.0,Branch_8,8,2025-04-26,3000,2,600.0,Dilsukhnagar,Very useful offer!!!,3.0,3.0,Veg,20,Yes
CUST0357,,F,25.0,Branch_2,2,,12000,0,0.0,Gachibowli,Average experience,3.0,4.0,Veg,20,No
CUST0358,,F,30.0,Branch_2,2,,1200,0,0.0,Gachibowli,nan,4.0,3.0,Non-Veg,1000,No
CUST0359,,F,18.0,Branch_9,9,,12000,0,0.0,Uppal,Average experience,3.0,5.0,Non-Veg,10,No
CUST0360,2025-01-12,F,30.0,Branch_1,1,2025-04-12,12000,1,2400.0,Madhapur,Not much benefit,1.0,3.0,Non-Veg,10,Yes
CUST0361,,Unknown,18.0,Branch_9,9,,600,0,0.0,Uppal,Loved it ,1.0,2.0,Veg,50,No
CUST0362,,Unknown,60.0,Branch_10,10,,300,0,0.0,Mehdipatnam,Worth the price??,3.0,3.0,Non-Veg,0,No
CUST0363,,F,30.0,Branch_1,1,,50,0,0.0,Madhapur,average,2.0,3.0,Veg,300,No
CUST0364,2025-01-18,Unknown,25.0,Branch_1,1,2025-04-18,900,10,180.0,Madhapur,Loved it ,2.0,5.0,Veg,10,Yes
CUST0365,,Unknown,30.0,Branch_5,5,,1200,0,0.0,Ameerpet,average,3.0,4.0,Veg,10,No
CUST0366,,Unknown,18.0,Branch_9,9,,600,0,0.0,Uppal,Very useful offer!!!,5.0,3.0,Veg,100,No
CUST0367,,Unknown,18.0,Branch_2,2,,600,0,0.0,Gachibowli,Offer okay,3.0,3.0,Veg,1000,No
CUST0368,,F,25.0,Branch_5,5,,600,0,0.0,Ameerpet,Did not use offer,2.0,1.0,Non-Veg,50,No
CUST0369,,Unknown,45.0,Branch_1,1,,3000,0,0.0,Madhapur,Average experience,4.0,4.0,Non-Veg,300,No
CUST0370,2025-02-07,F,30.0,Branch_6,6,2025-05-08,1200,10,240.0,Secunderabad,nan,3.0,3.0,Non-Veg,20,Yes
CUST0371,2025-02-23,Unknown,25.0,Branch_2,2,2025-05-24,1200,10,240.0,Gachibowli,good????,3.0,3.0,Non-Veg,1000,Yes
CUST0372,2025-03-02,Unknown,30.0,Branch_4,4,2025-05-31,600,10,120.0,Kukatpally,good????,3.0,4.0,Veg,20,Yes
CUST0373,,M,30.0,Branch_8,8,,1200,0,0.0,Dilsukhnagar,Very useful offer!!!,3.0,5.0,Non-Veg,100,No
CUST0374,2025-01-31,Unknown,30.0,Branch_7,7,2025-05-01,1200,1,240.0,LB Nagar,Very useful offer!!!,2.0,2.0,Veg,20,Yes
CUST0375,,Unknown,25.0,Branch_3,3,,1200,0,0.0,Hitech City,Too crowded!!!,1.0,4.0,Veg,300,No
CUST0376,2025-01-21,F,25.0,Branch_4,4,2025-04-21,50,10,10.0,Kukatpally,Not much benefit,1.0,2.0,Non-Veg,50,Yes
CUST0377,,Unknown,30.0,Branch_8,8,,900,0,0.0,Dilsukhnagar,Very useful offer!!!,5.0,2.0,Non-Veg,20,No
CUST0378,2025-02-27,M,30.0,Branch_4,4,2025-05-28,12000,2,2400.0,Kukatpally,Loved it ,3.0,2.0,Veg,300,Yes
CUST0379,,Unknown,45.0,Branch_2,2,,600,0,0.0,Gachibowli,Worth the price??,1.0,1.0,Veg,20,No
CUST0380,,Unknown,30.0,Branch_10,10,,3000,0,0.0,Mehdipatnam,nan,3.0,2.0,Veg,50,No
CUST0381,,Unknown,30.0,Branch_3,3,,12000,0,0.0,Hitech City,nan,2.0,3.0,Veg,10,No
CUST0382,2025-02-07,Unknown,45.0,Branch_1,1,2025-05-08,300,5,60.0,Madhapur,Too crowded!!!,5.0,5.0,Veg,100,Yes
CUST0383,2025-02-12,M,30.0,Branch_1,1,2025-05-13,3000,0,600.0,Madhapur,Not much benefit,4.0,1.0,Non-Veg,20,Yes
CUST0384,,M,45.0,Branch_4,4,,3000,0,0.0,Kukatpally,Crowded but good,3.0,1.0,Non-Veg,100,No
CUST0385,,Unknown,18.0,Branch_3,3,,1200,0,0.0,Hitech City,Did not use offer,3.0,5.0,Veg,20,No
CUST0386,2025-02-20,Unknown,30.0,Branch_4,4,2025-05-21,900,0,180.0,Kukatpally,Offer okay,3.0,4.0,Veg,10,Yes
CUST0387,2025-02-05,Unknown,30.0,Branch_8,8,2025-05-06,300,3,60.0,Dilsukhnagar,Very useful offer!!!,1.0,3.0,Veg,0,Yes
CUST0388,,M,18.0,Branch_9,9,,300,0,0.0,Uppal,nan,3.0,3.0,Veg,50,No
CUST0389,,M,25.0,Branch_1,1,,600,0,0.0,Madhapur,average,1.0,3.0,Veg,1000,No
CUST0390,,M,30.0,Branch_2,2,,900,0,0.0,Gachibowli,Very useful offer!!!,2.0,3.0,Non-Veg,10,No
CUST0391,,Unknown,18.0,Branch_10,10,,600,0,0.0,Mehdipatnam,Offer okay,3.0,2.0,Veg,50,No
CUST0392,,Unknown,30.0,Branch_7,7,,900,0,0.0,LB Nagar,Loved it ,2.0,1.0,Veg,300,No
CUST0393,2025-03-02,Unknown,30.0,Branch_10,10,2025-05-31,300,15,60.0,Mehdipatnam,Worth the price??,5.0,4.0,Veg,100,Yes
CUST0394,2025-02-25,Unknown,30.0,Branch_3,3,2025-05-26,12000,10,2400.0,Hitech City,good savings,4.0,4.0,Veg,0,Yes
CUST0395,,F,60.0,Branch_1,1,,3000,0,0.0,Madhapur,Did not use offer,5.0,3.0,Non-Veg,100,No
CUST0396,2025-01-28,Unknown,25.0,Branch_6,6,2025-04-28,3000,10,600.0,Secunderabad,average,5.0,5.0,Veg,0,Yes
CUST0397,2025-02-02,M,30.0,Branch_3,3,2025-05-03,900,15,180.0,Hitech City,Offer okay,2.0,3.0,Veg,0,Yes
CUST0398,2025-02-05,M,30.0,Branch_4,4,2025-05-06,900,10,180.0,Kukatpally,Not much benefit,5.0,4.0,Veg,1000,Yes
CUST0399,,Unknown,30.0,Branch_2,2,,900,0,0.0,Gachibowli,good savings,4.0,4.0,Veg,100,No
CUST0400,2025-02-22,Unknown,30.0,Branch_10,10,2025-05-23,12000,0,2400.0,Mehdipatnam,Loved it ,3.0,4.0,Veg,20,Yes
